season,batter_id,batter_name,team,batter_stance,pitches_seen,qualified_300,swing_aggression,za_raw,za_percentile,dv_per_100,swing_pct,z_swing_pct,o_swing_pct,z_minus_o_swing,heart_swing_pct,meatball_swing_pct,shadow_swing_pct,chase_swing_pct,waste_swing_pct,z_swing_residual,o_swing_residual,heart_swing_residual,meatball_swing_residual,waste_swing_residual,shadow_swing_residual,cluster_id,cluster_distance,cluster_distance_outlier,z_swing_residual_z,o_swing_residual_z,heart_swing_residual_z,meatball_swing_residual_z,waste_swing_residual_z,shadow_swing_residual_z
2024,53058,정준영,KT,,298,False,-4.316155,-5.489136,3.871,5.739931,42.61745,56.953642,27.891156,29.062486,64.0,70.0,47.826087,23.684211,18.75,,,,,,,,,,,,,,,
2024,54812,정준재,SSG,,949,True,-4.938578,-0.865644,30.645,6.353112,42.044257,59.862385,26.900585,32.9618,60.816327,63.768116,52.957746,25.652174,2.521008,-5.152212,-3.027671,-8.983791,-8.916181,-5.910369,-0.46876,1,1.764295,False,-0.979728,-0.561509,-1.619532,-1.230933,-1.546849,-0.07457
2024,54815,정현승,SSG,,114,False,14.231679,-3.20513,10.323,4.113435,56.140351,76.470588,39.68254,36.788048,71.875,85.714286,71.794872,35.714286,20.0,,,,,,,,,,,,,,,
2024,60523,정훈,LOT,,1299,True,-2.201001,-0.543051,38.387,6.899863,42.879138,63.333333,25.321888,38.011445,69.86755,82.051282,50.465549,22.614841,6.214689,-2.076438,-4.351448,-0.42561,8.848257,-2.00661,-3.068766,1,1.768652,False,-0.394849,-0.807016,-0.076726,1.221555,-0.525166,-0.488178
2024,54295,제러드,DOO,,685,True,2.830544,6.735087,98.387,8.070875,46.569343,77.430556,24.18136,53.249196,84.563758,88.095238,57.677903,18.229167,5.194805,3.105129,0.259358,3.146919,3.189004,1.713146,1.711271,2,1.373,False,0.590462,0.0481,0.567304,0.440261,0.448361,0.272228
2024,68089,조대현,KT,,163,False,-0.335546,-0.313996,40.645,7.721214,47.852761,63.157895,34.482759,28.675136,63.414634,66.666667,56.716418,33.333333,0.0,,,,,,,,,,,,,,,
2024,66209,조수행,DOO,,1384,True,-3.351229,1.634118,67.419,6.876597,40.823699,62.420382,22.883598,39.536784,69.822485,72.631579,46.397188,17.484663,5.298013,-5.656402,-5.069294,-3.798192,-4.072323,-1.505479,-7.864726,1,0.942241,False,-1.075604,-0.940147,-0.68471,-0.562209,-0.394011,-1.251118
2024,64868,조용호,KT,,613,True,-5.033459,-0.456552,40.323,6.323999,41.435563,62.105263,23.47561,38.629653,68.707483,73.809524,48.120301,19.230769,0.0,-3.410468,-6.129373,-1.717879,0.467409,-8.164969,-5.442922,1,1.836766,False,-0.648524,-1.136749,-0.309687,0.064529,-2.136918,-0.865858
2024,51865,조형우,SSG,,128,False,7.367206,3.720702,84.516,6.305941,50.0,73.684211,30.985915,42.698296,76.470588,77.777778,69.565217,17.647059,0.0,,,,,,,,,,,,,,,
2024,69332,주성원,KIW,,258,False,5.956618,1.830816,69.677,6.786978,50.0,72.321429,32.876712,39.444717,75.862069,88.235294,60.204082,24.193548,27.5,,,,,,,,,,,,,,,
2024,79192,채은성,HAN,,1882,True,4.690255,-0.247321,42.258,6.623725,47.980871,68.836045,32.594645,36.2414,72.705314,74.107143,58.210948,30.463576,10.526316,3.064007,3.155001,1.96017,0.428585,2.497601,4.577801,2,1.129589,False,0.582642,0.585124,0.353365,0.059169,0.653667,0.728235
2024,50054,천성호,KT,,922,True,4.427393,-0.55035,37.742,5.27656,49.457701,66.284404,34.36214,31.922264,69.421488,73.239437,57.534247,31.775701,9.90099,0.883574,4.683036,-0.860516,0.048149,1.674938,4.002371,2,1.674253,False,0.168018,0.868512,-0.155128,0.006647,0.438361,0.636696
2024,67905,천재환,NC,,879,True,5.737339,-2.681177,14.516,5.379556,50.170648,67.16792,36.041667,31.126253,70.0,68.518519,58.152174,35.2657,13.461538,4.377335,4.67874,2.974686,-1.24641,3.847857,5.33241,2,1.050313,False,0.83238,0.867715,0.536255,-0.172074,1.007053,0.848278
2024,69802,최경모,SSG,,180,False,-8.387374,-1.311168,25.806,6.795371,33.888889,49.367089,21.782178,27.584911,52.380952,60.0,40.540541,20.0,0.0,,,,,,,,,,,,,,,
2024,54112,최명경,LG,,11,False,-1.357074,-5.097218,3.871,-1.365287,54.545455,50.0,60.0,-10.0,33.333333,50.0,57.142857,,100.0,,,,,,,,,,,,,,,
2024,65157,최민창,SSG,,16,False,-0.247808,-0.87156,29.677,-0.084495,62.5,71.428571,55.555556,15.873015,80.0,100.0,80.0,40.0,0.0,,,,,,,,,,,,,,,
2024,68805,최상민,SSG,,48,False,-5.193541,-4.542178,5.161,3.947641,45.833333,65.217391,28.0,37.217391,50.0,40.0,60.869565,22.222222,0.0,,,,,,,,,,,,,,,
2024,65905,최승민,LG,,55,False,1.023414,4.301423,87.742,10.360719,49.090909,73.333333,20.0,53.333333,61.538462,66.666667,60.714286,28.571429,0.0,,,,,,,,,,,,,,,
2024,52103,최원영,LG,,161,False,11.806646,-7.304255,0.645,3.340992,55.279503,70.491803,46.0,24.491803,77.419355,88.888889,65.625,48.837209,8.695652,,,,,,,,,,,,,,,
2024,66606,최원준,KIA,,2031,True,-3.939176,-1.079443,28.065,6.569384,42.491384,59.699893,27.868852,31.831041,66.101695,73.913043,47.35658,24.772727,9.130435,-5.052802,-2.228352,-3.37166,1.572533,0.559829,-5.998476,1,1.096998,False,-0.960825,-0.413268,-0.607818,0.217098,0.146517,-0.954236
2024,50707,최인호,HAN,,955,True,-6.963062,-4.277283,5.484,5.588623,37.801047,52.546296,25.621415,26.924881,58.577406,55.357143,42.622951,25.700935,7.352941,-8.289073,-7.002788,-6.008469,-11.841256,-3.30015,-9.663403,1,2.056059,False,-1.576224,-1.298732,-1.083163,-1.634757,-0.863708,-1.537251
2024,78288,최재훈,HAN,,1403,True,-8.917644,-1.769169,22.903,8.012021,38.987883,57.121662,22.222222,34.89944,64.285714,69.026549,42.959002,18.927445,2.040816,-6.786125,-8.420018,-4.133485,-2.204885,-6.978951,-10.165551,1,2.083333,False,-1.290428,-1.56157,-0.745155,-0.304398,-1.826516,-1.617133
2024,75847,최정,SSG,,2114,True,3.874113,4.276372,87.419,7.373767,48.628193,75.294118,27.480916,47.813202,81.081081,87.704918,58.677686,25.766871,5.050505,3.980596,1.615987,3.422065,6.752285,-0.032308,3.532744,2,1.25451,False,0.756938,0.2997,0.616905,0.932194,-0.008456,0.561988
2024,65464,최정용,KIA,,48,False,0.361701,-2.339103,18.71,8.952821,41.666667,55.0,32.142857,22.857143,62.5,66.666667,60.0,20.0,10.0,,,,,,,,,,,,,,,
2024,69992,최정원,NC,,638,True,-3.491918,-2.487102,17.742,6.732752,42.633229,60.553633,27.793696,32.759937,64.137931,63.829787,51.698113,23.717949,6.944444,-2.474692,-3.415869,-3.184001,-6.247214,-2.542852,-1.18651,1,0.584786,False,-0.47058,-0.633504,-0.573989,-0.862466,-0.66551,-0.18875
2024,76267,최주환,KIW,,2190,True,0.517876,-1.213338,27.419,6.419997,46.621005,67.468619,30.470016,36.998603,70.27027,64.848485,54.315305,27.514231,14.492754,2.879944,0.267005,1.001556,-7.276722,5.834953,1.004996,2,2.403848,False,0.547641,0.049519,0.180553,-1.004595,1.527111,0.159874
2024,68868,최준우,SSG,,136,False,-3.654777,-1.775835,22.581,7.621383,36.764706,60.377358,21.686747,38.690611,57.142857,66.666667,46.153846,30.0,0.0,,,,,,,,,,,,,,,
2024,50854,최지훈,SSG,,2200,True,-4.374766,-2.84184,12.581,6.466083,42.136364,59.60396,27.310924,32.293036,62.267658,63.313609,50.723026,23.033708,5.676856,-2.989814,-4.178962,-4.512104,-6.192975,-4.041451,-2.043045,1,0.773505,False,-0.568534,-0.775027,-0.813409,-0.854978,-1.05772,-0.325007
