season,batter_id,batter_name,batter_stance,team,pitches_seen,qualified_300,swing_pct,expected_swing_pct,decision_value,decision_value_per_100,decision_capture_pct,swing_pitches,swing_decision_value_per_100,take_pitches,take_decision_value_per_100,in_zone_pitches,in_zone_decision_value_per_100,out_zone_pitches,out_zone_decision_value_per_100,heart_pitches,heart_decision_value_per_100,heart_swing_decision_value_per_100,heart_take_decision_value_per_100,shadow_pitches,shadow_decision_value_per_100,shadow_swing_decision_value_per_100,shadow_take_decision_value_per_100,chase_pitches,chase_decision_value_per_100,chase_swing_decision_value_per_100,chase_take_decision_value_per_100,waste_pitches,waste_decision_value_per_100,waste_swing_decision_value_per_100,waste_take_decision_value_per_100,zone_awareness_plus,z_zone_awareness_plus,o_zone_awareness_plus
2026,54730,페라자,L,—,2031,True,43.820778,42.760777,163.569988,8.053668,56.839866,890,3.433395,1141,11.657561,821,7.461851,1210,8.455223,430,9.441608,13.309022,-4.965573,778,2.322296,2.227465,2.435291,509,9.512941,-18.267576,17.530609,314,17.988135,-22.553626,19.880084,123.168,120.051,113.929
2026,62700,하주석,L,—,640,True,55.3125,42.974862,37.666787,5.885435,47.146434,354,2.391094,286,10.210599,268,8.359634,372,4.102948,124,8.92596,11.344235,-5.314995,268,3.739491,4.184872,2.8732,149,2.871153,-14.875624,14.182285,99,12.422974,-17.998279,17.021535,91.313,133.509,77.973
2026,68525,한동희,R,—,1246,True,47.833066,45.45967,70.808368,5.682855,47.60666,596,3.040756,650,8.105455,554,5.420629,692,5.892786,293,7.106491,11.358974,-6.190008,497,3.005204,3.704769,2.193101,279,5.472516,-14.876912,15.004617,177,11.176365,-20.807198,14.797145,88.337,89.455,92.759
2026,64101,한석현,L,—,486,True,51.851852,44.185367,28.722948,5.910072,51.269618,252,4.394203,234,7.542546,246,6.246734,240,5.564993,129,8.239707,11.374505,-5.475031,200,3.034948,4.446116,1.125722,102,5.077957,-17.017138,13.85546,55,12.444206,-34.930046,15.177335,91.675,101.838,90.051
2026,52628,한승연,R,—,160,False,38.125,44.57098,12.561206,7.850754,50.749489,61,2.254968,99,11.298663,69,5.293115,91,9.790062,33,6.868833,12.455277,-4.304056,59,1.114378,2.725777,-0.552587,48,11.16519,-23.067193,18.011666,20,21.388588,-33.698835,24.287926,120.186,87.543,124.957
2026,63722,한승택,R,—,1182,True,42.808799,46.162069,83.212879,7.040007,50.954952,506,5.370122,676,8.28995,536,7.425947,646,6.719784,296,8.56677,16.35657,-5.192784,457,4.193339,5.17352,3.137416,289,6.213058,-17.795256,14.03228,140,14.811388,-37.418997,18.399735,108.275,119.513,99.592
2026,62895,한유섬,L,—,692,True,43.930636,43.690136,48.566003,7.018209,53.27185,304,3.125575,388,10.068107,305,6.115081,387,7.729976,165,8.070897,12.541606,-3.850994,258,3.703324,3.304974,4.114221,187,6.64773,-18.359979,15.283485,82,16.174623,-21.298092,18.607916,107.955,99.864,107.937
2026,50903,한재환,R,—,71,False,45.070423,43.934354,5.599901,7.887185,58.050092,32,2.455101,39,12.344279,27,4.985191,44,9.667954,18,7.160156,12.417486,-6.508901,21,-1.113122,0.146649,-2.792817,23,12.628669,-11.439761,21.123408,9,18.224836,-15.985294,22.501102,120.722,82.928,123.948
2026,68646,한준수,L,—,1350,True,36.592593,44.132171,107.819144,7.986603,61.569566,494,5.890215,856,9.196435,594,5.630178,756,9.83808,304,7.696818,14.430777,-4.701218,561,4.003267,4.417669,3.697918,310,9.531948,-16.475134,15.017817,175,18.521971,-18.969024,19.624647,122.182,92.596,125.353
2026,55767,한지윤,R,—,261,False,50.957854,46.719985,14.718644,5.639327,40.030845,133,3.831872,128,7.517386,103,9.850686,158,2.893948,59,10.74071,18.8964,-7.836138,102,4.136783,5.493205,2.275644,57,0.078356,-15.996198,13.560241,43,9.57545,-24.758772,16.251549,87.697,155.859,67.985
2026,52568,한태양,R,—,784,True,38.520408,46.272328,50.406668,6.429422,47.347666,302,4.130779,482,7.86965,341,5.281108,443,7.313339,180,6.592395,15.485272,-6.44237,321,3.090953,3.337382,2.900346,184,6.42816,-15.971415,13.894685,99,16.960183,-15.775246,20.233726,99.305,87.363,104.495
2026,55440,함수호,L,—,65,False,50.769231,35.543223,2.87308,4.420123,37.920496,33,-1.613048,32,10.641832,26,2.637966,39,5.608228,11,3.777332,8.531135,-4.541824,22,-1.518413,-0.197305,-6.010178,26,5.114464,-12.177151,14.268848,6,24.3644,,24.3644,69.786,47.744,90.409
2026,50108,함창건,L,—,11,False,45.454545,55.217988,0.097814,0.889218,15.926559,5,4.714441,6,-2.298467,8,-0.327548,3,4.133928,3,5.542714,10.09338,-3.558617,6,-3.145512,1.128482,-7.419505,1,3.518269,,3.518269,1,8.508062,,8.508062,17.911,3.293,78.229
2026,79240,허경민,R,—,1171,True,39.538856,44.475829,72.016965,6.15004,51.262233,463,4.33181,708,7.33908,551,4.638143,620,7.493677,282,5.634639,12.661127,-5.189952,484,3.624678,5.773391,1.819106,274,7.072353,-19.70956,14.581301,131,14.660759,-22.979138,18.111083,95.201,77.726,105.985
2026,56904,허윤,L,—,24,False,41.666667,44.692353,1.326432,5.5268,39.173583,10,2.314506,14,7.821296,11,1.344403,13,9.065751,6,2.644599,15.728771,-10.439573,7,-2.812812,0.659442,-11.493446,6,6.705155,-13.669229,16.892347,5,19.246872,,19.246872,86.044,28.355,118.973
2026,52764,허인서,R,—,1431,True,49.615653,45.239338,82.081626,5.735963,47.770122,710,2.597022,721,8.827014,628,6.76834,803,4.928574,326,8.377403,12.609628,-4.42377,561,3.670218,3.894574,3.374475,354,3.306174,-15.246202,13.308325,190,11.830269,-27.1506,16.934907,89.117,109.656,84.794
2026,55897,홍대인,L,—,284,False,47.183099,44.45055,20.818353,7.330406,54.02396,134,3.232009,150,10.99164,119,5.327184,165,8.775154,71,4.023463,8.408299,-8.887443,99,5.066675,4.637158,5.727471,67,7.431129,-14.994603,15.669153,47,16.9507,-6.959077,18.580912,112.542,88.054,116.572
2026,66233,홍성호,L,—,65,False,60.0,46.446485,1.994036,3.067747,24.497828,39,-0.177901,26,7.93622,29,7.875407,36,-0.805089,14,6.584415,11.529965,-5.77946,28,2.528947,1.968607,3.929799,15,1.909472,-15.540966,13.543097,8,0.971146,-22.788045,15.226661,49.917,126.25,37.425
2026,50600,홍종표,L,—,32,False,40.625,45.893795,2.141792,6.693099,64.103334,13,6.276475,19,6.978158,17,3.632434,15,10.161853,9,3.040877,12.410583,-8.671255,14,2.863285,2.442657,3.424123,5,21.52138,,21.52138,4,9.779598,,9.779598,103.179,62.651,128.028
2026,66108,홍창기,L,—,2079,True,35.016835,48.223838,170.629927,8.207308,65.286266,728,9.135198,1351,7.707304,1043,5.86531,1036,10.565129,549,6.714862,13.159969,-4.892906,898,5.406938,9.019426,3.287952,424,12.10817,-21.480302,15.414807,208,16.284805,-34.648501,17.539319,125.425,96.12,131.36
2026,67005,홍현빈,L,—,24,False,58.333333,49.106459,1.867786,7.78244,61.223209,14,10.674249,10,3.733906,15,7.958891,9,7.488354,7,15.897726,20.350521,-10.819041,10,2.180514,5.816527,-6.303516,5,5.945862,-13.379319,10.777157,2,11.98001,,11.98001,119.183,127.502,105.941
2026,65610,황대인,R,—,13,False,61.538462,56.500772,-0.021015,-0.161654,-2.661119,8,0.262287,5,-0.83996,7,2.962828,6,-3.806884,5,2.420826,6.921587,-4.330315,6,0.334083,-0.818778,1.486944,2,-8.105067,-8.105067,,0,,,,2.473,52.614,12.626
2026,50500,황성빈,L,—,1502,True,49.467377,43.939657,86.810445,5.779657,51.692464,743,3.678501,759,7.836519,694,6.293281,808,5.3385,353,7.294457,11.863359,-4.763675,654,3.703708,3.540424,3.923175,325,4.993599,-13.920097,13.52165,170,12.123274,-20.51113,14.381,89.759,102.535,88.18
2026,54795,황영묵,L,—,533,True,46.153846,43.940473,37.411229,7.018992,53.500287,246,4.967439,287,8.777467,245,7.636932,288,6.493314,146,10.296073,15.112942,-4.980285,194,1.135916,0.972486,1.328726,116,6.439029,-19.294185,14.245735,77,16.501315,-12.238236,17.666432,107.967,122.676,97.721
2026,56305,히우라,R,—,964,True,50.93361,47.187022,65.504352,6.795057,48.535762,491,2.970497,473,10.765161,409,7.519199,555,6.261411,213,8.028065,13.241119,-7.709458,374,2.88345,2.497804,3.633486,256,7.142865,-15.558952,16.026185,121,15.979121,-13.064847,19.176622,104.677,120.911,95.805
2026,56034,힐리어드,L,—,2022,True,46.092977,43.504987,147.261863,7.28298,53.809092,932,5.23519,1090,9.033935,905,6.67894,1117,7.772377,468,8.860968,14.568951,-7.508205,827,3.028321,3.814387,2.023543,453,7.728544,-15.746075,14.636789,274,16.692705,-18.014359,19.133045,111.845,108.316,108.288
